Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,Material,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ ?,Module [TRUE/FALSE],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Stability. (H)
14/02/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.57,2.247191011
15/02/2017 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip,FALSE,1.6,70.37329424
08/05/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , OMeTPA-FA ,Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,124.4907198
16/02/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , CdS-np ,Blank,Blank,Blank,Au,0.1,pin,FALSE,1.56,32.63456091
29/05/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.13,nip,FALSE,1.6,22.72727273
08/03/2017,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.605,8.181818182
13/06/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.08,nip-mp-carbon,FALSE,1.6,433.295325
11/06/2017,SLG ,FTO ," TiO2-(c, np, nw) ", PCBSD:GD ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,114.2857143
28/01/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip-mp,FALSE,1.498,22.85714286
28/07/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,57.14285714
05/06/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.75,1.372997712
14/10/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip,FALSE,1.6,125.9445844
17/10/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.01,pin,FALSE,1.6,114.9425287
02/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,166.6666667
01/06/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,12.87356322
29/05/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.13,nip,FALSE,1.6,22.98850575
11/10/2017,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.0485,pin,FALSE,1.6,5.517241379
18/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,149.4809689
15/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip,FALSE,1.6,166.3009585
07/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,1,nip-mp,FALSE,1.6,8.806488992
01/09/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, AZO ; AZO-np,Blank,Blank,Ag,0.0177,pin,FALSE,1.6,11.13689095
29/05/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.13,nip,FALSE,1.6,23.25581395
29/06/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.075,nip-mp,FALSE,1.6,11.1627907
05/07/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70," ZnO; ZnO-(c, np)",Blank,Blank,Al,0.04,pin,FALSE,1.6,335.078534
25/06/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Au,0.105,pin,FALSE,1.6,1.400233372
22/12/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.0625,pin,FALSE,1.6,16.86972821
10/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", D35 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.12,nip,FALSE,1.6,451.7647059
12/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.65,nip-mp,FALSE,1.6,11.29411765
30/11/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,169.4117647
24/04/2015,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", HOOC-Ph-SH , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip-mp,FALSE,1.6,58.82352941
24/04/2015,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", HOOC-Ph-SH , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip-mp,FALSE,1.6,58.82352941
08/05/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", Al2O3-mp ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0625,nip,FALSE,1.6,254.1176471
22/12/2017 00:00,SLG ,ITO , ZnO, Hexamethylenetetramine ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,164.7058824
01/06/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,2.352941176
18/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,367.0588235
08/01/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,11.76470588
08/01/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,11.76470588
08/01/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,11.76470588
17/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.48,117.6470588
02/05/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,14.11764706
14/11/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, AZO ; AZO-np,Blank,Blank,Al,0.1,pin,FALSE,1.65,70.58823529
19/10/2016 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, bis-C60 ,Blank,Blank,Ag,0.0314,pin,FALSE,1.6,124.2352941
31/03/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , Bphen ,Blank,Blank,Ag,0.079,pin,FALSE,1.6,94.11764706
17/05/2016,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.0725,pin,FALSE,1.6,82.35294118
18/07/2017 00:00,SLG ,FTO , ZnO, Al2O3-c ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,58.84429799
18/12/2019 00:00,SLG ,ITO ,Blank,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,1.02,pin,FALSE,1.6,28.43265016
07/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", PbSe , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.12,nip-mp,FALSE,1.6,148.5714286
28/02/2019 00:00,SLG ,FTO ,Blank,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,71.42857143
01/07/2015 00:00,PET ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.12,nip,FALSE,1.6,40
02/05/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", Li-GO , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,14.28571429
25/08/2015 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip,FALSE,1.56,142.8571429
30/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,46.66666667
02/10/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.125,nip-mp,FALSE,1.6,76.19047619
24/07/2018 00:00,SLG ,ITO , m-MTDATA ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.044,pin,FALSE,1.6,171.4285714
24/01/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,119.047619
24/01/2017 00:00,SLG ,FTO , CdS ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.55,86.40345614
26/12/2018 00:00,SLG ,ITO , NiO-np ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.096,pin,FALSE,1.6,11.52460984
15/02/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.16,nip-mp,FALSE,1.5,41.44578313
01/06/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,19.75903614
29/06/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.075,nip-mp,FALSE,1.6,11.56626506
23/10/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.01,pin,FALSE,1.6,240.9638554
12/12/2018 00:00,SLG ,ITO , C60 ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.05,nip,FALSE,1.6,289.5054282
23/10/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CuSCN ,Blank,Blank,Blank, Carbon,0.16,nip-mp,FALSE,1.6,6.060606061
02/04/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,169.9029126
19/04/2019 00:00,SLG ,ITO , CuInS2 ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.04,pin,FALSE,1.6,47.56097561
12/11/2017 00:00,SLG ,ITO , NiO-np ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,48.7804878
22/09/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank, AgAl,0.1,nip,FALSE,1.6,204.8780488
20/08/2020,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.08,nip,FALSE,2.39,398.0487805
11/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.48,3.902439024
25/06/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Ag,0.12,nip,FALSE,1.65,121.9512195
31/12/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,244.4987775
31/01/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,12.23391241
30/12/2016 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , CuPc ,Blank,Blank,Blank,Au,0.11,nip,FALSE,1.6,59.25925926
03/12/2020,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.59,5.185185185
22/06/2018 00:00,SLG ,FTO , ZnO-np ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.03,nip,FALSE,1.6,165.9259259
01/09/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, AZO ; AZO-np,Blank,Blank,Ag,0.0177,pin,FALSE,1.6,88.88888889
04/11/2017 00:00,PEN ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.4,5.940594059
13/06/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.57,60
20/08/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.06,pin,FALSE,1.6,137.5
28/11/2018 00:00,SLG ,ITO , P3HT ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.09,pin,FALSE,1.6,13.5
14/09/2017 00:00,SLG ,FTO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.09,pin,FALSE,1.6,12.5
06/01/2019,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,180
08/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", C60; C60-SAM,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.112,nip,FALSE,1.5,60
11/10/2016 00:00,SLG ,ITO , PEIE , CDIN ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.112,nip,FALSE,1.6,150
02/06/2015 00:00,SLG ,ITO ,Blank,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,120
16/09/2019 00:00,SLG ,ITO , Ti3C2Tx ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.04,nip,FALSE,1.6,200
10/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.08,nip,FALSE,1.6,300
04/06/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.48,375
05/06/2014 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,1.3,pin,FALSE,1.52,10.5
11/06/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PbS-QDs ,Blank,Blank,Blank,Au,0.04,nip,FALSE,1.6,60
27/06/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.51,50
19/01/2018 00:00,SLG ,FTO , ZnO-np , MgO-EA ," TiO2-(c, mp )", Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.11,nip-mp,FALSE,1.6,137.5
21/10/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ", PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.08,nip,FALSE,1.64,625
08/07/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.125,nip,FALSE,1.56,65
15/04/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.11,nip,FALSE,1.6,37.5
11/07/2018 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,250
26/07/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,pin,FALSE,1.6,250
13/11/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.075,nip,FALSE,1.6,60
26/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.066,nip,FALSE,1.6,650
26/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.066,nip,FALSE,1.6,350
26/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.066,nip,FALSE,1.6,350
31/07/2014 00:00,SLG ,ITO , PEIE ," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,36
14/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.06,nip-mp,FALSE,1.58,90
16/12/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,87.5
29/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.57,15
29/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.57,5
08/09/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.04,nip-mp,FALSE,1.45,250
29/10/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.62,100
11/06/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,43
31/01/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip-mp,FALSE,2.39,36
20/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.58,150
24/05/2019 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Cu,0.1,pin,FALSE,1.6,7.5
03/01/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,198
04/09/2019 00:00,SLG ,FTO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.52,120
08/06/2018 00:00,SLG ,FTO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,55
23/07/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.06,pin,FALSE,1.6,75
25/06/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.18,pin,FALSE,1.6,250
25/03/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.0725,pin,FALSE,1.55,70
02/05/2019 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Cu,0.09,pin,FALSE,1.6,125
08/08/2017 00:00,SLG ,ITO ,Blank,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.06,pin,FALSE,1.5,54
09/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip,FALSE,1.6,120
04/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.1,nip,FALSE,1.6,120
11/03/2019,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip,FALSE,2.31,25
23/10/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.16,nip-mp-carbon,FALSE,1.6,6.25
13/01/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.906,12.5
11/11/2016 00:00,PET ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Cu,0.075,pin,FALSE,1.6,60
08/12/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, LiF ,Blank,Blank,Al,0.4,pin,FALSE,1.6,420
05/08/2020,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", PTAA ,Blank, Perovskite , PCBM-60; PCBM-70, Mg ,Blank,Blank,Ag,0.16,pin,FALSE,1.59,100
